"","Site","Plot","AspectYr2","Yr2NVC","pHYr2","SOMYr2","MSG","LiveBasalAreaYr2","mean_dbh","tree density","plot_richness","ShortNVC"
"1576",44,8,45,"MG7A",6.252,15.96135,8,0.159043128,27.5,0.025,17,"MG7A"
"1577",44,9,90,"OV27",6.437,12.06003,5,NA,NA,NA,20,"OV27"
"1578",44,10,90,"OV27d",4.62,7.253565,5,1.686642556,21.5,0.285,18,"OV27"
"1579",44,11,100,"W10d",3.897,5.501937,5,0.117809725,8.5,0.12,16,"W10"
"1580",44,12,90,"W14",5.386,6.369366,8,2.234457775,17.5,0.405,28,"W14"
"1581",44,13,90,"OV27d",3.583,7.541786,8,2.120575041,28.61,0.235,15,"OV27"
"1582",44,14,90,"OV27d",6.621,6.235654,5,0.037306413,8.12,0.09,26,"OV27"
"1583",44,15,110,"W6",7.366,3.57814,3,0.322013247,19.17,0.1,22,"W6"
"1584",44,16,90,"OV27d",5.995,5.45738,5,2.369938958,26.39,0.215,13,"OV27"
"1585",45,1,315,"W6",6.402,5.628362,5,0.137444679,7.67,0.605,27,"W6"
"1586",45,2,270,"W16b",4.527,13.41635,3,0.074612826,8.15,0.175,9,"W16"
"1587",45,3,0,"W10a",4.985,8.423955,3,3.039490892,9.7,0.965,16,"W10"
"1588",45,4,0,"W6",5.7,13.34354,3,3.657991946,10.56,0.83,23,"W6"
"1589",45,5,0,"W10a",5.01,7.437221,3,2.6939157,9.64,0.65,19,"W10"
"1590",45,6,0,"W10",5.248,8.816899,3,4.32361689,10.33,1.01,27,"W10"
"1591",45,7,0,"W21a",5.13,7.540478,3,NA,NA,NA,14,"W21"
"1592",45,8,90,"W10c",3.899,22.86546,3,1.162389282,17.5,0.375,16,"W10"
"1593",45,9,90,"W6",3.591,23.03143,3,0.430005494,18.21,0.11,19,"W6"
"1594",45,10,270,"W10a",4.229,9.958764,3,2.273727683,37.5,0.245,15,"W10"
"1595",45,11,45,"W10d",3.649,27.25486,5,0.274889357,15.5,0.13,12,"W10"
"1596",45,12,45,"W10d",4.104,6.816267,3,0.665624943,30.5,0.14,8,"W10"
"1597",45,13,270,"W10c",3.854,20.73279,3,0.09817477,8.38,0.1,14,"W10"
"1598",45,14,45,"W22",3.638,36.78288,3,0.441786467,42.5,0.08,6,"W22"
"1599",45,15,135,"W8d",4.932,18.56161,5,1.211476667,12.98,0.22,25,"W8"
"1600",45,16,45,"W10c",4.445,23.88181,5,3.934844799,21.39,0.51,21,"W10"
"1601",46,1,270,"W12",7.193,11.43962,5,1.977239876,22.5,0.28,14,"W12"
"1602",46,2,90,"W13",NA,NA,3,NA,NA,NA,5,"W13"
"1603",46,3,270,"W21",8.184,7.083931,3,1.019054117,11.25,0.455,18,"W21"
"1604",46,4,315,"W8d",6.548,12.15479,3,1.904590546,18.8,0.375,20,"W8"
"1605",46,5,315,"W10",6.137,10.18389,3,2.014546289,16.76,0.485,17,"W10"
"1606",46,6,225,"MG7",7.485,6.875825,3,NA,NA,NA,28,"MG7"
"1607",46,7,0,"W16b",4.848,13.14882,3,1.517781951,11.99,0.74,12,"W16"
"1608",46,8,NA,"",NA,NA,8,NA,NA,NA,0,""
"1609",46,9,135,"W8d",5.343,12.25209,3,1.272345025,12.5,0.28,25,"W8"
"1610",46,10,180,"W21c",7.582,9.267349,3,1.117228887,16.85,0.33,17,"W21"
"1611",46,11,180,"S5",7.702,12.08975,3,0.019634954,10,0.015,17,"S5"
"1612",46,12,180,"W8d",3.993,11.28489,3,0.960149255,11.01,0.4,32,"W8"
"1613",46,13,315,"W10a",5.301,12.29058,8,1.506000978,13.15,0.245,10,"W10"
"1614",46,14,315,"OV27d",7.426,13.22605,3,0.752018741,12.5,0.16,17,"OV27"
"1615",46,15,225,"OV27d",6.187,8.975545,3,1.94582395,14.78,0.565,22,"OV27"
"1616",46,16,0,"W21c",NA,NA,3,NA,NA,NA,9,"W21"
"1617",47,1,NA,"W16",4.113,75.40134,3,0.563523182,19.04,0.215,39,"W16"
"1618",47,2,NA,"W10c",5.727,7.284395,3,0.11977322,9.17,0.26,42,"W10"
"1619",47,3,NA,"W16",4.699,18.31636,5,1.702350519,25.98,0.54,15,"W16"
"1620",47,4,NA,"OV27",5.12,16.58682,3,0.325940238,12.74,0.215,41,"OV27"
"1621",47,5,NA,"W16",6.675,15.727,3,0.229728963,9.62,0.185,39,"W16"
"1622",47,6,NA,"OV27",6.912,6.934498,3,0.600829595,35,0.065,40,"OV27"
"1623",47,7,NA,"W10",5.172,15.48842,3,0.11977322,8.24,0.775,46,"W10"
"1624",47,8,NA,"W10d",5.37,7.418423,5,0.106028752,7.82,0.25,29,"W10"
"1625",47,9,NA,"W10",5.136,11.99534,5,2.672317251,34.04,0.41,43,"W10"
"1626",47,10,NA,"W10d",6.324,10.04551,3,0.62439154,10.28,0.14,30,"W10"
"1627",47,11,NA,"OV27",4.632,28.07075,3,0.630282026,11.76,0.25,26,"OV27"
"1628",47,12,NA,"W4",5.572,36.51211,3,0.208130513,22.5,0.04,51,"W4"
"1629",47,13,NA,"W4",6.091,19.91793,3,0.441786467,42.5,0.08,45,"W4"
"1630",47,14,NA,"OV27",6.945,8.627517,3,NA,NA,NA,45,"OV27"
"1631",47,15,NA,"W10d",5.732,7.599106,3,NA,NA,NA,37,"W10"
"1632",47,16,NA,"MG1b",5.675,9.169345,3,2.328705554,62.5,0.12,37,"MG1"
"1633",48,1,NA,"W8d",5,10.6,5,5.295547117,22.35,0.675,24,"W8"
"1634",48,2,NA,"W8d",5,10.8,5,2.688025214,15.39,0.49,22,"W8"
"1635",48,3,NA,"OV27d",4.1,49.9,5,1.456913593,11.88,0.6,14,"OV27"
"1636",48,4,NA,"OV27d",4.2,19.3,5,1.309651437,8.35,0.825,15,"OV27"
"1637",48,5,NA,"W10a",4.2,27.7,8,0.765763209,11.48,1.015,16,"W10"
"1638",48,6,NA,"W10a",4.3,25.2,5,3.440043956,11.85,1.225,21,"W10"
"1639",48,7,NA,"",NA,NA,8,NA,NA,NA,0,""
"1640",48,8,NA,"W6",5,9.1,8,1.272345025,11.88,0.75,26,"W6"
"1641",48,9,NA,"W6",6.8,15.3,8,1.816233253,15.5,0.585,30,"W6"
"1642",48,10,NA,"",NA,NA,8,NA,NA,NA,0,""
"1643",48,11,NA,"W14",4.3,10.9,6,0.691150384,10.5,1.16,18,"W14"
"1644",48,12,NA,"W10a",4.2,22.9,8,0.9837112,11.75,0.37,23,"W10"
"1645",48,13,NA,"W16b",4.3,16.6,8,1.500110492,12.63,0.385,14,"W16"
"1646",48,14,NA,"OV27d",4.2,29.9,8,0.043196899,7.59,0.89,9,"OV27"
"1647",48,15,NA,"W6",6.4,6.9,5,2.446515279,10.83,0.65,31,"W6"
"1648",48,16,NA,"W16b",4.7,17.2,8,1.928152491,9.41,0.47,18,"W16"
