,Site,Plot,Yr,species,cover,alpha
11280,79,2,1,Castanea sativa,20.0,15.0
11281,79,2,1,Quercus seedling/sp,50.0,15.0
11282,79,2,1,Sorbus aucuparia,50.0,15.0
11283,79,3,1,Betula seedling/sp,50.0,13.0
11284,79,3,1,Castanea sativa,100.0,13.0
11285,79,3,1,Lonicera periclymenum,50.0,13.0
11286,79,3,1,Quercus seedling/sp,50.0,13.0
11287,79,3,1,Rubus fruticosus agg.,10.0,13.0
11288,79,3,1,Sorbus aucuparia,50.0,13.0
11289,79,4,1,Betula seedling/sp,50.0,10.0
11290,79,4,1,Castanea sativa,20.0,10.0
11291,79,4,1,Lonicera periclymenum,50.0,10.0
11292,79,4,1,Quercus seedling/sp,50.0,10.0
11293,79,4,1,Rhododendron ponticum,50.0,10.0
11294,79,4,1,Rubus fruticosus agg.,60.0,10.0
11295,79,4,1,Sorbus aucuparia,50.0,10.0
11296,79,4,2,Acer pseudoplatanus,100.0,7.0
11297,79,4,2,Fagus sylvatica,50.0,7.0
11298,79,4,2,Lonicera periclymenum,5.0,7.0
11299,79,4,2,Rhododendron ponticum,15.0,7.0
11300,79,4,2,Rubus fruticosus agg.,50.0,7.0
11301,79,4,2,Sorbus aucuparia,50.0,7.0
11302,79,5,1,Castanea sativa,100.0,13.0
11303,79,5,1,Corylus avellana,100.0,13.0
11304,79,5,1,Hedera helix,100.0,13.0
11305,79,5,1,Lonicera periclymenum,100.0,13.0
11306,79,5,1,Rhododendron ponticum,50.0,13.0
11307,79,5,1,Rubus fruticosus agg.,5.0,13.0
11308,79,5,1,Sorbus aucuparia,50.0,13.0
11309,79,5,2,Betula seedling/sp,50.0,14.0
11310,79,5,2,Frangula alnus,50.0,14.0
11311,79,5,2,Lonicera periclymenum,100.0,14.0
11312,79,5,2,Rubus fruticosus agg.,100.0,14.0
11313,79,5,2,Sorbus aucuparia,50.0,14.0
11314,79,6,1,Castanea sativa,50.0,6.0
11315,79,6,1,Hedera helix,50.0,6.0
11316,79,6,1,Lonicera periclymenum,5.0,6.0
11317,79,6,1,Quercus seedling/sp,50.0,6.0
11318,79,6,1,Rubus fruticosus agg.,50.0,6.0
11319,79,6,2,Acer pseudoplatanus,100.0,10.0
11320,79,6,2,Ilex aquifolium,50.0,10.0
11321,79,6,2,Lonicera periclymenum,100.0,10.0
11322,79,6,2,Quercus seedling/sp,50.0,10.0
11323,79,6,2,Rhododendron ponticum,50.0,10.0
11324,79,6,2,Rubus fruticosus agg.,100.0,10.0
11325,79,7,1,Fagus sylvatica,50.0,2.0
11326,79,7,1,Lonicera periclymenum,100.0,2.0
11327,79,7,1,Pinus sylvestris,50.0,2.0
11328,79,7,1,Quercus seedling/sp,50.0,2.0
11329,79,7,1,Rubus fruticosus agg.,100.0,2.0
11330,79,7,1,Sorbus aucuparia,50.0,2.0
11331,79,7,2,Betula seedling/sp,50.0,7.0
11332,79,7,2,Ilex aquifolium,100.0,7.0
11333,79,7,2,Lonicera periclymenum,15.0,7.0
11334,79,7,2,Quercus seedling/sp,50.0,7.0
11335,79,7,2,Rhododendron ponticum,25.0,7.0
11336,79,7,2,Rubus fruticosus agg.,10.0,7.0
11337,79,7,2,Sorbus aucuparia,50.0,7.0
11338,79,8,1,Castanea sativa,5.0,5.0
11339,79,8,1,Ilex aquifolium,50.0,5.0
11340,79,8,1,Lonicera periclymenum,20.0,5.0
11341,79,8,1,Quercus seedling/sp,50.0,5.0
11342,79,8,1,Rubus fruticosus agg.,50.0,5.0
11343,79,8,1,Sorbus aucuparia,50.0,5.0
11344,79,8,2,Betula seedling/sp,5.0,6.0
11345,79,8,2,Castanea sativa,50.0,6.0
11346,79,8,2,Lonicera periclymenum,5.0,6.0
11347,79,8,2,Rhododendron ponticum,100.0,6.0
11348,79,8,2,Rubus fruticosus agg.,5.0,6.0
11349,79,8,2,Sorbus aucuparia,100.0,6.0
11350,79,9,1,Ilex aquifolium,50.0,4.0
11351,79,9,1,Quercus seedling/sp,50.0,4.0
11352,79,9,1,Rubus fruticosus agg.,50.0,4.0
11353,79,9,2,Betula seedling/sp,50.0,12.0
11354,79,9,2,Quercus seedling/sp,50.0,12.0
11355,79,9,2,Rhododendron ponticum,50.0,12.0
11356,79,9,2,Rubus fruticosus agg.,10.0,12.0
11357,79,9,2,Salix caprea,50.0,12.0
11358,79,9,2,Sorbus aucuparia,50.0,12.0
11359,79,10,1,Lonicera periclymenum,20.0,4.0
11360,79,10,1,Quercus seedling/sp,50.0,4.0
11361,79,10,1,Rubus fruticosus agg.,30.0,4.0
11362,79,10,2,Betula seedling/sp,50.0,14.0
11363,79,10,2,Fagus sylvatica,50.0,14.0
11364,79,10,2,Ilex aquifolium,50.0,14.0
11365,79,10,2,Lonicera periclymenum,20.0,14.0
11366,79,10,2,Quercus seedling/sp,100.0,14.0
11367,79,10,2,Rubus fruticosus agg.,5.0,14.0
11368,79,10,2,Sorbus aucuparia,100.0,14.0
11369,79,11,1,Lonicera periclymenum,50.0,5.0
11370,79,11,1,Quercus seedling/sp,50.0,5.0
11371,79,11,1,Rubus fruticosus agg.,5.0,5.0
11372,79,11,2,Quercus seedling/sp,50.0,7.0
11373,79,11,2,Rhododendron ponticum,5.0,7.0
11374,79,11,2,Rubus fruticosus agg.,50.0,7.0
11375,79,12,1,Hedera helix,50.0,9.0
11376,79,12,1,Ilex aquifolium,50.0,9.0
11377,79,12,1,Lonicera periclymenum,5.0,9.0
11378,79,12,1,Quercus seedling/sp,50.0,9.0
11379,79,12,1,Rubus fruticosus agg.,50.0,9.0
11380,79,12,2,Betula seedling/sp,50.0,20.0
11381,79,12,2,Castanea sativa,50.0,20.0
11382,79,12,2,Fagus sylvatica,50.0,20.0
11383,79,12,2,Quercus seedling/sp,50.0,20.0
11384,79,12,2,Rubus fruticosus agg.,100.0,20.0
11385,79,13,1,Ilex aquifolium,50.0,1.0
11386,79,13,1,Lonicera periclymenum,50.0,1.0
11387,79,13,1,Rubus fruticosus agg.,50.0,1.0
11388,79,13,2,Betula seedling/sp,100.0,10.0
11389,79,13,2,Cytisus scoparius,50.0,10.0
11390,79,13,2,Fagus sylvatica,50.0,10.0
11391,79,13,2,Ilex aquifolium,50.0,10.0
11392,79,13,2,Pinus sylvestris,50.0,10.0
11393,79,13,2,Quercus seedling/sp,50.0,10.0
11394,79,13,2,Rhododendron ponticum,100.0,10.0
11395,79,13,2,Rubus fruticosus agg.,5.0,10.0
11396,79,13,2,Sorbus aucuparia,100.0,10.0
11397,79,14,1,Alnus glutinosa,50.0,14.0
11398,79,14,1,Betula seedling/sp,50.0,14.0
11399,79,14,1,Quercus seedling/sp,50.0,14.0
11400,79,14,1,Rhododendron ponticum,100.0,14.0
11401,79,14,1,Rubus fruticosus agg.,5.0,14.0
11402,79,14,2,Acer pseudoplatanus,50.0,28.0
11403,79,14,2,Crataegus monogyna,50.0,28.0
11404,79,14,2,Fagus sylvatica,50.0,28.0
11405,79,14,2,Hedera helix,50.0,28.0
11406,79,14,2,Ilex aquifolium,50.0,28.0
11407,79,14,2,Rhododendron ponticum,10.0,28.0
11408,79,14,2,Rubus fruticosus agg.,5.0,28.0
11409,79,14,2,Solanum dulcamara,50.0,28.0
11410,79,14,2,Sorbus aucuparia,50.0,28.0
11411,79,15,1,Acer pseudoplatanus,50.0,5.0
11412,79,15,1,Castanea sativa,50.0,5.0
11413,79,15,1,Ilex aquifolium,50.0,5.0
11414,79,15,1,Lonicera periclymenum,100.0,5.0
11415,79,15,1,Quercus seedling/sp,50.0,5.0
11416,79,15,1,Rubus fruticosus agg.,5.0,5.0
11417,79,15,2,Betula seedling/sp,150.0,24.0
11418,79,15,2,Cytisus scoparius,100.0,24.0
11419,79,15,2,Lonicera periclymenum,50.0,24.0
11420,79,15,2,Pinus sylvestris,50.0,24.0
11421,79,15,2,Quercus seedling/sp,50.0,24.0
11422,79,15,2,Rubus fruticosus agg.,20.0,24.0
11423,79,16,1,Fagus sylvatica,100.0,9.0
11424,79,16,1,Ilex aquifolium,50.0,9.0
11425,79,16,1,Lonicera periclymenum,100.0,9.0
11426,79,16,1,Rhododendron ponticum,50.0,9.0
11427,79,16,1,Rubus fruticosus agg.,100.0,9.0
11428,79,16,1,Sorbus aucuparia,50.0,9.0
11429,79,16,1,Vaccinium myrtillus,100.0,9.0
11430,79,16,2,Fagus sylvatica,50.0,6.0
11431,79,16,2,Ilex aquifolium,50.0,6.0
11432,79,16,2,Lonicera periclymenum,5.0,6.0
11433,79,16,2,Quercus seedling/sp,50.0,6.0
11434,79,16,2,Rubus fruticosus agg.,10.0,6.0
11435,79,16,2,Sorbus aucuparia,50.0,6.0
11436,80,1,1,Betula pubescens,50.0,28.0
11437,80,1,1,Castanea sativa,50.0,28.0
11438,80,1,1,Crataegus monogyna,50.0,28.0
11439,80,1,1,Fraxinus excelsior (c),50.0,28.0
11440,80,1,1,Hedera helix,100.0,28.0
11441,80,1,1,Quercus seedling/sp,50.0,28.0
11442,80,1,1,Rubus fruticosus agg.,25.0,28.0
11443,80,1,1,Solanum dulcamara,50.0,28.0
11444,80,1,2,Castanea sativa,105.0,4.0
11445,80,1,2,Hedera helix,50.0,4.0
11446,80,1,2,Ilex aquifolium,50.0,4.0
11447,80,1,2,Lonicera periclymenum,100.0,4.0
11448,80,1,2,Quercus seedling/sp,50.0,4.0
11449,80,1,2,Rubus fruticosus agg.,10.0,4.0
11450,80,1,2,Sorbus aucuparia,50.0,4.0
11451,80,2,1,Castanea sativa,150.0,18.0
11452,80,2,1,Fraxinus excelsior (c),50.0,18.0
11453,80,2,1,Hedera helix,50.0,18.0
11454,80,2,1,Ilex aquifolium,100.0,18.0
11455,80,2,1,Lonicera periclymenum,100.0,18.0
11456,80,2,1,Ribes nigrum,50.0,18.0
11457,80,2,1,Ribes rubrum,50.0,18.0
11458,80,2,1,Rosa seedling/sp,50.0,18.0
11459,80,2,1,Rubus fruticosus agg.,5.0,18.0
11460,80,2,1,Viburnum opulus,50.0,18.0
11461,80,2,2,Castanea sativa,150.0,4.0
11462,80,2,2,Fagus sylvatica,50.0,4.0
11463,80,2,2,Ilex aquifolium,50.0,4.0
11464,80,2,2,Lonicera periclymenum,100.0,4.0
11465,80,2,2,Quercus seedling/sp,50.0,4.0
11466,80,2,2,Rubus fruticosus agg.,20.0,4.0
11467,80,2,2,Sorbus aucuparia,50.0,4.0
11468,80,3,1,Betula seedling/sp,100.0,17.0
11469,80,3,1,Calluna vulgaris,50.0,17.0
11470,80,3,1,Castanea sativa,50.0,17.0
11471,80,3,1,Fraxinus excelsior (c),50.0,17.0
11472,80,3,1,Ilex aquifolium,50.0,17.0
11473,80,3,1,Quercus seedling/sp,50.0,17.0
11474,80,3,1,Rubus fruticosus agg.,5.0,17.0
11475,80,3,2,Betula seedling/sp,100.0,12.0
11476,80,3,2,Castanea sativa,100.0,12.0
11477,80,3,2,Fraxinus excelsior (c),50.0,12.0
11478,80,3,2,Lonicera periclymenum,50.0,12.0
11479,80,3,2,Quercus seedling/sp,50.0,12.0
11480,80,3,2,Rubus fruticosus agg.,15.0,12.0
11481,80,4,1,Betula seedling/sp,50.0,17.0
11482,80,4,1,Castanea sativa,100.0,17.0
11483,80,4,1,Fraxinus excelsior (c),50.0,17.0
11484,80,4,1,Hedera helix,50.0,17.0
11485,80,4,1,Ilex aquifolium,50.0,17.0
11486,80,4,1,Lonicera periclymenum,5.0,17.0
11487,80,4,1,Prunus spinosa,100.0,17.0
11488,80,4,1,Quercus seedling/sp,100.0,17.0
11489,80,4,1,Rubus fruticosus agg.,20.0,17.0
11490,80,4,1,Sorbus aucuparia,50.0,17.0
11491,80,4,1,Viburnum opulus,50.0,17.0
11492,80,4,2,Corylus avellana,50.0,10.0
11493,80,4,2,Fraxinus excelsior (c),100.0,10.0
11494,80,4,2,Lonicera periclymenum,50.0,10.0
11495,80,4,2,Rubus fruticosus agg.,5.0,10.0
11496,80,4,2,Sorbus aucuparia,50.0,10.0
11497,80,5,1,Betula seedling/sp,50.0,12.0
11498,80,5,1,Fagus sylvatica,50.0,12.0
11499,80,5,1,Hedera helix,100.0,12.0
11500,80,5,1,Ilex aquifolium,50.0,12.0
11501,80,5,1,Lonicera periclymenum,100.0,12.0
11502,80,5,1,Quercus seedling/sp,50.0,12.0
11503,80,5,1,Rubus fruticosus agg.,5.0,12.0
11504,80,5,1,Sorbus aucuparia,50.0,12.0
11505,80,5,2,Betula seedling/sp,100.0,7.0
11506,80,5,2,Fagus sylvatica,50.0,7.0
11507,80,5,2,Fraxinus excelsior (c),100.0,7.0
11508,80,5,2,Hedera helix,100.0,7.0
11509,80,5,2,Lonicera periclymenum,100.0,7.0
11510,80,5,2,Rubus fruticosus agg.,35.0,7.0
11511,80,5,2,Sorbus aucuparia,50.0,7.0
11512,80,6,1,Betula seedling/sp,50.0,23.0
11513,80,6,1,Castanea sativa,100.0,23.0
11514,80,6,1,Fraxinus excelsior (c),100.0,23.0
11515,80,6,1,Hedera helix,100.0,23.0
11516,80,6,1,Lonicera periclymenum,5.0,23.0
11517,80,6,1,Populus tremula,50.0,23.0
11518,80,6,1,Quercus seedling/sp,50.0,23.0
11519,80,6,1,Rubus fruticosus agg.,20.0,23.0
11520,80,6,1,Rubus idaeus,100.0,23.0
11521,80,6,1,Solanum dulcamara,50.0,23.0
11522,80,6,1,Taxus baccata,50.0,23.0
11523,80,6,2,Fagus sylvatica,100.0,4.0
11524,80,6,2,Fraxinus excelsior (c),50.0,4.0
11525,80,6,2,Hedera helix,100.0,4.0
11526,80,6,2,Ilex aquifolium,50.0,4.0
11527,80,6,2,Lonicera periclymenum,50.0,4.0
11528,80,6,2,Populus tremula,100.0,4.0
11529,80,6,2,Rubus fruticosus agg.,20.0,4.0
11530,80,7,1,Betula seedling/sp,50.0,5.0
11531,80,7,1,Castanea sativa,50.0,5.0
11532,80,7,1,Hedera helix,50.0,5.0
11533,80,7,1,Ilex aquifolium,50.0,5.0
11534,80,7,1,Lonicera periclymenum,40.0,5.0
11535,80,7,1,Quercus seedling/sp,100.0,5.0
11536,80,7,1,Rubus fruticosus agg.,70.0,5.0
11537,80,7,1,Rubus idaeus,50.0,5.0
11538,80,7,2,Betula seedling/sp,50.0,3.0
11539,80,7,2,Castanea sativa,50.0,3.0
11540,80,7,2,Fagus sylvatica,50.0,3.0
11541,80,7,2,Lonicera periclymenum,50.0,3.0
11542,80,7,2,Quercus seedling/sp,50.0,3.0
11543,80,8,1,Betula seedling/sp,100.0,4.0
11544,80,8,1,Castanea sativa,50.0,4.0
11545,80,8,1,Fagus sylvatica,50.0,4.0
11546,80,8,1,Hedera helix,50.0,4.0
11547,80,8,1,Ilex aquifolium,50.0,4.0
11548,80,8,1,Lonicera periclymenum,5.0,4.0
11549,80,8,1,Rubus fruticosus agg.,5.0,4.0
11550,80,8,1,Sorbus aucuparia,100.0,4.0
11551,80,8,2,Fagus sylvatica,50.0,4.0
11552,80,8,2,Ilex aquifolium,50.0,4.0
11553,80,8,2,Prunus spinosa,50.0,4.0
11554,80,8,2,Rubus fruticosus agg.,50.0,4.0
11555,80,8,2,Sorbus aucuparia,50.0,4.0
11556,80,9,1,Betula seedling/sp,50.0,4.0
11557,80,9,1,Crataegus monogyna,50.0,4.0
11558,80,9,1,Hedera helix,5.0,4.0
11559,80,9,1,Lonicera periclymenum,50.0,4.0
11560,80,9,1,Rubus fruticosus agg.,10.0,4.0
11561,80,9,2,Betula seedling/sp,100.0,20.0
11562,80,9,2,Calluna vulgaris,100.0,20.0
11563,80,9,2,Castanea sativa,5.0,20.0
11564,80,9,2,Quercus seedling/sp,50.0,20.0
11565,80,9,2,Rubus fruticosus agg.,10.0,20.0
11566,80,9,2,Salix cinerea,50.0,20.0
11567,80,10,1,Hedera helix,50.0,4.0
11568,80,10,1,Lonicera periclymenum,5.0,4.0
11569,80,10,1,Quercus seedling/sp,50.0,4.0
11570,80,10,1,Rubus fruticosus agg.,20.0,4.0
11571,80,10,1,Viburnum opulus,50.0,4.0
11572,80,10,2,Betula seedling/sp,50.0,10.0
11573,80,10,2,Castanea sativa,100.0,10.0
11574,80,10,2,Fagus sylvatica,50.0,10.0
11575,80,10,2,Quercus seedling/sp,50.0,10.0
11576,80,10,2,Rubus fruticosus agg.,100.0,10.0
11577,80,10,2,Sambucus nigra,50.0,10.0
11578,80,11,1,Hedera helix,60.0,5.0
11579,80,11,1,Lonicera periclymenum,50.0,5.0
11580,80,11,1,Quercus seedling/sp,50.0,5.0
11581,80,11,1,Rubus fruticosus agg.,10.0,5.0
11582,80,11,2,Calluna vulgaris,50.0,25.0
11583,80,11,2,Carpinus betulus,50.0,25.0
11584,80,11,2,Castanea sativa,100.0,25.0
11585,80,11,2,Lonicera periclymenum,100.0,25.0
11586,80,11,2,Quercus seedling/sp,50.0,25.0
11587,80,11,2,Rubus fruticosus agg.,5.0,25.0
11588,80,11,2,Salix cinerea,50.0,25.0
11589,80,12,1,Fagus sylvatica,50.0,4.0
11590,80,12,1,Hedera helix,5.0,4.0
11591,80,12,1,Quercus seedling/sp,50.0,4.0
11592,80,12,1,Rubus fruticosus agg.,5.0,4.0
11593,80,12,2,Betula seedling/sp,100.0,21.0
11594,80,12,2,Calluna vulgaris,10.0,21.0
11595,80,12,2,Castanea sativa,5.0,21.0
11596,80,12,2,Lonicera periclymenum,100.0,21.0
11597,80,12,2,Quercus seedling/sp,50.0,21.0
11598,80,12,2,Rubus fruticosus agg.,10.0,21.0
11599,80,12,2,Salix cinerea,50.0,21.0
11600,80,13,1,Fraxinus excelsior (c),100.0,12.0
11601,80,13,1,Lonicera periclymenum,15.0,12.0
11602,80,13,1,Quercus seedling/sp,100.0,12.0
11603,80,13,1,Rubus fruticosus agg.,20.0,12.0
11604,80,13,2,Betula seedling/sp,50.0,5.0
11605,80,13,2,Castanea sativa,50.0,5.0
11606,80,13,2,Fagus sylvatica,50.0,5.0
11607,80,13,2,Fraxinus excelsior (c),50.0,5.0
11608,80,13,2,Lonicera periclymenum,100.0,5.0
11609,80,13,2,Rubus fruticosus agg.,30.0,5.0
11610,80,13,2,Sorbus aucuparia,50.0,5.0
11611,80,14,1,Betula seedling/sp,50.0,16.0
11612,80,14,1,Castanea sativa,50.0,16.0
11613,80,14,1,Fraxinus excelsior (c),50.0,16.0
11614,80,14,1,Hypericum androsaemum,50.0,16.0
11615,80,14,1,Lonicera periclymenum,100.0,16.0
11616,80,14,1,Quercus seedling/sp,50.0,16.0
11617,80,14,1,Rubus fruticosus agg.,40.0,16.0
11618,80,14,2,Betula seedling/sp,50.0,27.0
11619,80,14,2,Cytisus scoparius,100.0,27.0
11620,80,14,2,Fraxinus excelsior (c),50.0,27.0
11621,80,14,2,Hypericum androsaemum,50.0,27.0
11622,80,14,2,Lonicera periclymenum,100.0,27.0
11623,80,14,2,Quercus seedling/sp,50.0,27.0
11624,80,14,2,Rubus fruticosus agg.,70.0,27.0
11625,80,15,1,Castanea sativa,50.0,2.0
11626,80,15,1,Hedera helix,5.0,2.0
11627,80,15,1,Ilex aquifolium,50.0,2.0
11628,80,15,1,Lonicera periclymenum,100.0,2.0
11629,80,15,1,Quercus seedling/sp,50.0,2.0
11630,80,15,1,Rubus fruticosus agg.,50.0,2.0
11631,80,15,1,Rubus idaeus,100.0,2.0
11632,80,15,2,Fagus sylvatica,50.0,7.0
11633,80,15,2,Hedera helix,50.0,7.0
11634,80,15,2,Lonicera periclymenum,50.0,7.0
11635,80,15,2,Quercus seedling/sp,50.0,7.0
11636,80,15,2,Rubus fruticosus agg.,100.0,7.0
11637,80,16,1,Fagus sylvatica,50.0,12.0
11638,80,16,1,Fraxinus excelsior (c),100.0,12.0
11639,80,16,1,Quercus seedling/sp,50.0,12.0
11640,80,16,1,Rubus fruticosus agg.,5.0,12.0
11641,80,16,2,Fraxinus excelsior (c),100.0,12.0
11642,80,16,2,Hedera helix,5.0,12.0
11643,80,16,2,Lonicera periclymenum,50.0,12.0
11644,80,16,2,Rubus fruticosus agg.,10.0,12.0
11645,81,1,1,Hedera helix,100.0,19.0
11646,81,1,1,Ilex aquifolium,50.0,19.0
11647,81,1,1,Rubus fruticosus agg.,50.0,19.0
11648,81,1,1,Solanum dulcamara,50.0,19.0
11649,81,1,2,Hedera helix,50.0,10.0
11650,81,1,2,Rubus fruticosus agg.,10.0,10.0
11651,81,1,2,Sambucus nigra,50.0,10.0
11652,81,2,1,Hedera helix,10.0,8.0
11653,81,2,1,Ilex aquifolium,50.0,8.0
11654,81,2,1,Lonicera periclymenum,5.0,8.0
11655,81,2,1,Quercus seedling/sp,50.0,8.0
11656,81,2,1,Rubus fruticosus agg.,25.0,8.0
11657,81,2,2,Hedera helix,5.0,5.0
11658,81,2,2,Lonicera periclymenum,100.0,5.0
11659,81,2,2,Rubus fruticosus agg.,10.0,5.0
11660,81,3,1,Acer pseudoplatanus,50.0,11.0
11661,81,3,1,Crataegus monogyna,50.0,11.0
11662,81,3,1,Hedera helix,100.0,11.0
11663,81,3,1,Lonicera periclymenum,100.0,11.0
11664,81,3,1,Rubus fruticosus agg.,60.0,11.0
11665,81,3,2,Hedera helix,50.0,5.0
11666,81,3,2,Lonicera periclymenum,100.0,5.0
11667,81,3,2,Rubus fruticosus agg.,10.0,5.0
11668,81,4,1,Acer pseudoplatanus,50.0,10.0
11669,81,4,1,Crataegus monogyna,50.0,10.0
11670,81,4,1,Hedera helix,100.0,10.0
11671,81,4,1,Ilex aquifolium,50.0,10.0
11672,81,4,1,Lonicera periclymenum,100.0,10.0
11673,81,4,1,Rubus fruticosus agg.,30.0,10.0
11674,81,4,1,Sorbus aucuparia,50.0,10.0
11675,81,4,2,Hedera helix,10.0,8.0
11676,81,4,2,Lonicera periclymenum,50.0,8.0
11677,81,4,2,Rubus fruticosus agg.,50.0,8.0
11678,81,5,1,Acer pseudoplatanus,50.0,13.0
11679,81,5,1,Hedera helix,100.0,13.0
11680,81,5,1,Lonicera periclymenum,100.0,13.0
11681,81,5,1,Rubus fruticosus agg.,40.0,13.0
11682,81,5,1,Rubus idaeus,50.0,13.0
11683,81,5,2,Hedera helix,100.0,8.0
11684,81,5,2,Ilex aquifolium,50.0,8.0
11685,81,5,2,Rubus fruticosus agg.,80.0,8.0
11686,81,5,2,Rubus idaeus,10.0,8.0
11687,81,6,1,Betula pubescens,50.0,21.0
11688,81,6,1,Hedera helix,5.0,21.0
11689,81,6,1,Lonicera periclymenum,100.0,21.0
11690,81,6,1,Rubus fruticosus agg.,25.0,21.0
11691,81,6,2,Hedera helix,10.0,13.0
11692,81,6,2,Ilex aquifolium,50.0,13.0
11693,81,6,2,Rubus fruticosus agg.,50.0,13.0
11694,81,6,2,Sambucus nigra,50.0,13.0
11695,81,7,1,Hedera helix,100.0,21.0
11696,81,7,1,Rubus fruticosus agg.,10.0,21.0
11697,81,7,2,Betula pubescens,50.0,20.0
11698,81,7,2,Corylus avellana,100.0,20.0
11699,81,7,2,Fraxinus excelsior (c),100.0,20.0
11700,81,7,2,Rubus fruticosus agg.,50.0,20.0
11701,81,8,1,Acer pseudoplatanus,100.0,26.0
11702,81,8,1,Quercus seedling/sp,50.0,26.0
11703,81,8,1,Rubus fruticosus agg.,100.0,26.0
11704,81,8,2,Hedera helix,5.0,29.0
11705,81,8,2,Hypericum calycinum,50.0,29.0
11706,81,8,2,Rubus fruticosus agg.,20.0,29.0
11707,81,9,1,Betula pubescens,100.0,33.0
11708,81,9,1,Hedera helix,50.0,33.0
11709,81,9,1,Rubus fruticosus agg.,20.0,33.0
11710,81,9,1,Solanum dulcamara,100.0,33.0
11711,81,9,2,Hedera helix,10.0,16.0
11712,81,9,2,Lonicera periclymenum,50.0,16.0
11713,81,9,2,Rosa seedling/sp,50.0,16.0
11714,81,9,2,Rubus fruticosus agg.,90.0,16.0
11715,81,10,1,Acer pseudoplatanus,100.0,26.0
11716,81,10,2,Fraxinus excelsior (c),50.0,25.0
11717,81,10,2,Hypericum calycinum,50.0,25.0
11718,81,10,2,Lonicera periclymenum,50.0,25.0
11719,81,10,2,Rubus fruticosus agg.,100.0,25.0
11720,81,10,2,Sorbus aucuparia,50.0,25.0
11721,81,11,1,Acer pseudoplatanus,50.0,33.0
11722,81,11,1,Quercus seedling/sp,50.0,33.0
11723,81,11,2,Hedera helix,50.0,25.0
11724,81,11,2,Lonicera periclymenum,50.0,25.0
11725,81,11,2,Rosa seedling/sp,50.0,25.0
11726,81,11,2,Rubus fruticosus agg.,100.0,25.0
11727,81,12,1,Acer pseudoplatanus,100.0,29.0
11728,81,12,1,Rubus fruticosus agg.,100.0,29.0
11729,81,12,2,Fraxinus excelsior (c),50.0,22.0
11730,81,12,2,Hedera helix,100.0,22.0
11731,81,12,2,Rosa seedling/sp,50.0,22.0
11732,81,12,2,Rubus fruticosus agg.,40.0,22.0
11733,81,12,2,Sorbus aucuparia,50.0,22.0
11734,81,13,1,Betula pubescens,50.0,37.0
11735,81,13,1,Hedera helix,100.0,37.0
11736,81,13,1,Lonicera periclymenum,50.0,37.0
11737,81,13,1,Quercus seedling/sp,50.0,37.0
11738,81,13,1,Rosa seedling/sp,100.0,37.0
11739,81,13,1,Rubus fruticosus agg.,5.0,37.0
11740,81,13,2,Hedera helix,50.0,20.0
11741,81,13,2,Quercus seedling/sp,50.0,20.0
11742,81,13,2,Rubus fruticosus agg.,70.0,20.0
11743,81,14,1,Betula pubescens,50.0,20.0
11744,81,14,1,Fraxinus excelsior (c),50.0,20.0
11745,81,14,1,Lonicera periclymenum,100.0,20.0
11746,81,14,1,Rosa seedling/sp,5.0,20.0
11747,81,14,1,Rubus fruticosus agg.,30.0,20.0
11748,81,14,2,Rosa seedling/sp,100.0,11.0
11749,81,14,2,Rubus fruticosus agg.,50.0,11.0
11750,81,14,2,Ulex sp.,50.0,11.0
11751,81,15,1,Betula pubescens,50.0,23.0
11752,81,15,1,Hedera helix,100.0,23.0
11753,81,15,1,Lonicera periclymenum,100.0,23.0
11754,81,15,1,Rosa seedling/sp,100.0,23.0
11755,81,15,1,Rubus fruticosus agg.,30.0,23.0
11756,81,15,2,Hedera helix,10.0,17.0
11757,81,15,2,Ilex aquifolium,50.0,17.0
11758,81,15,2,Lonicera periclymenum,50.0,17.0
11759,81,15,2,Rosa seedling/sp,50.0,17.0
11760,81,15,2,Rubus fruticosus agg.,20.0,17.0
11761,81,15,2,Salix cinerea,50.0,17.0
11762,81,16,1,Castanea sativa,100.0,50.0
11763,81,16,1,Fraxinus excelsior (c),50.0,50.0
11764,81,16,1,Hypericum androsaemum,100.0,50.0
11765,81,16,1,Rosa seedling/sp,100.0,50.0
11766,81,16,1,Rubus fruticosus agg.,100.0,50.0
11767,81,16,1,Salix seedling/sp,50.0,50.0
11768,81,16,1,Ulex sp.,100.0,50.0
11769,81,16,2,Fraxinus excelsior (c),50.0,19.0
11770,81,16,2,Rubus fruticosus agg.,100.0,19.0
11771,82,1,1,Calluna vulgaris,50.0,9.0
11772,82,1,1,Fagus sylvatica,50.0,9.0
11773,82,1,1,Hedera helix,10.0,9.0
11774,82,1,1,Ilex aquifolium,50.0,9.0
11775,82,1,1,Quercus seedling/sp,50.0,9.0
11776,82,1,1,Rubus fruticosus agg.,5.0,9.0
11777,82,1,2,Betula seedling/sp,50.0,18.0
11778,82,1,2,Fagus sylvatica,50.0,18.0
11779,82,1,2,Fraxinus excelsior (c),50.0,18.0
11780,82,1,2,Hedera helix,100.0,18.0
11781,82,1,2,Ilex aquifolium,50.0,18.0
11782,82,1,2,Pseudotsuga spp.,50.0,18.0
11783,82,1,2,Quercus seedling/sp,50.0,18.0
11784,82,1,2,Rubus fruticosus agg.,25.0,18.0
11785,82,1,2,Taxus baccata,50.0,18.0
11786,82,1,2,Ulex sp.,50.0,18.0
